Substance Evaluation - CoRAP list
Note: Group entries are split in different rows.
Export date: 09-mai-2024 09:03:23
Last updated 02-mai-2024. Database contains 402 unique substances/entries.

"Substance Identifier"	""	
"Evaluating Member State"	""	
"Status"	""	
"Initial grounds for concern (operator is and)"	"true"	
"Initial grounds for concerns"



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Co-Evaluating Member State"	"Year"	"Evaluating Member State"	"Initial grounds for concern"	"Status"	"Latest update"	"Decisions"	"Conclusion document"	"Justification documents"	"CoRAP publication date"	"MS address"	"Member State (MS) contact details"	"MS remarks"	"Further information"	"Remarks"	"DISLIST_CORAP_diss_concern"	"DISLIST_CORAP_relevance"	"First published"	
"Aluminium chloride"	""	"231-208-1"	"7446-70-0"	""	"2015"	"France"	"Suspected CMR""Exposure of workers""High (aggregated) tonnage""High RCR"	"Follow-up"	"01-sept.-2023"	"https://echa.europa.eu/documents/10162/a8483cdf-beb6-ff78-e7d5-e21c5d08470f"	""	"https://echa.europa.eu/documents/10162/5a9ff25b-69f9-776e-84a1-bf88b89e09f6"	"26-mars-2014"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	"<a href=""https://echa.europa.eu/documents/10162/4133890c-5e3f-f63c-d9af-2db6962d698c"">The Board of Appeal in its decision in Case No. A-003-2018 has partly annulled a SEv decision for this substance:</a>"	"Due to the indication of structural similarity between EC: 215-477-2, 231-208-1, 233-135-0, there may be a (potential) joined evaluation of these substances."	"Suspected CMR""Exposure of workers""High (aggregated) tonnage""High RCR"	""	"19-janv.-2016"	
"Tin sulphate"	""	"231-302-2"	"7488-55-3"	""	"2016"	"France"	"Suspected CMR""Sensitiser""Consumer use""High (aggregated) tonnage"	"Concluded"	"01-août-2023"	"https://echa.europa.eu/documents/10162/f7c24eb1-baa9-4446-70e4-e6b0133593a5"	"https://echa.europa.eu/documents/10162/1a5d11a9-3a8e-f9d6-d6f2-4987848c182a"	"https://echa.europa.eu/documents/10162/2569f3a1-3c44-76de-17b5-faf175018c57"	"20-mars-2013"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Suspected CMR""Sensitiser""Consumer use""High (aggregated) tonnage"	""	"14-janv.-2016"	
"sodium perchlorate"	""	"231-511-9"	"7601-89-0"	""	"2015"	"Germany"	"Suspected Carcinogenic""Potential endocrine disruptor""Other hazard based concern""Exposure of workers""Wide dispersive use"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/9b321f81-f314-8969-25e2-15183cb39f3c"	"https://echa.europa.eu/documents/10162/44d9adc6-0db4-0d92-9af6-d1e84c3956c8"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Due to the indication of structural similarity between EC:  231-511-9 and 232-235-1, there may be a (potential) joined evaluation of these substances."	"Suspected Carcinogenic""Potential endocrine disruptor""Other hazard based concern""Exposure of workers""Wide dispersive use"	""	"14-janv.-2016"	
"Silicon dioxide"	""	"231-545-4"	"7631-86-9"	""	"2012"	"Netherlands"	"Other hazard based concern""Other exposure/risk based concern"	"Concluded"	"25-août-2021"	"https://echa.europa.eu/documents/10162/dd3cbbf4-b53c-bc44-6836-3c4d320af077"	"https://echa.europa.eu/documents/10162/5f238e67-e159-1fba-1f7f-23df7c25a4fb"	""	"29-févr.-2012"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;."	"<a href=""https://echa.europa.eu/documents/10162/84c38038-4636-ec10-e9a0-6b961cac34b8"">The Board of Appeal in its decision in Case No. A-014-2015 has partly annulled a SEv decision for this substance</a>""<a href=""https://echa.europa.eu/documents/10162/02fb4c79-dcfd-ecc7-a474-b28781c202b0"">The Board of Appeal in its decision in Case No. A-015-2015 has partly annulled a SEv decision for this substance</a>"	""	"Other hazard based concern""Other exposure/risk based concern"	""	"19-janv.-2016"	
"Disodium disulphite"	""	"231-673-0"	"7681-57-4"	""	"2014"	"Hungary"	"Suspected CMR""Exposure of environment""Exposure of sensitive populations""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/74146e61-8acc-61cf-7351-fc5ca36fb173""https://echa.europa.eu/documents/10162/34a14a8f-b34a-7a40-0d6e-d6130012a32d"	"https://echa.europa.eu/documents/10162/782d0cf2-50d7-560c-f0c5-b72a873df0fb"	"26-mars-2014"	""	"National Institute of Chemical Safety"	""	""	""	"Suspected CMR""Exposure of environment""Exposure of sensitive populations""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
"Potassium permanganate"	""	"231-760-3"	"7722-64-7"	""	"2017"	"France"	"Suspected Reprotoxic""Consumer use""Exposure of sensitive populations"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/c7e4bbea-b3a3-5709-6771-25fe6cf3a89d"	"https://echa.europa.eu/documents/10162/4beb5ba7-e592-842a-5b06-cde9a333b579"	"21-mars-2017"	"Chemicals Assessment Unit, 14 rue Pierre et Marie Curie, 94700 MaisonsAlfort Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Suspected Reprotoxic""Consumer use""Exposure of sensitive populations"	""	"21-mars-2017"	
"Sodium chlorite"	""	"231-836-6"	"7758-19-2"	""	"2019"	"Hungary"	"Suspected Mutagenic""Suspected Reprotoxic""Exposure of workers""Wide dispersive use"	"Concluded"	"17-juil.-2023"	""	"https://echa.europa.eu/documents/10162/79f6929c-137d-0875-7595-ed611e6ebc5a"	"https://echa.europa.eu/documents/10162/d4680da6-da1a-468d-e8ed-ab498a7f6c65"	"19-mars-2019"	"Albert Flórián út 2-6., H-1097 Budapest, Hungary"	"Ministry of Human Capacities, Department for Chemical Safety and Competent Authorities"	""	""	""	"Suspected Mutagenic""Suspected Reprotoxic""Exposure of workers""Wide dispersive use"	""	"19-mars-2019"	
"sodium dithionite"	""	"231-890-0"	"7775-14-6"	""	"2016"	"Austria"	"Suspected Carcinogenic""Suspected Sensitiser""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"21-déc.-2020"	""	"https://echa.europa.eu/documents/10162/0dc853a4-a70f-fa58-8207-db71834fb565"	"https://echa.europa.eu/documents/10162/2e48aa73-a334-81cb-afa3-13aacf7632a2"	"17-mars-2015"	"Abteilung Chemikalien &amp; Biozide / Department Chemicals &amp; Biocides, Spittelauer Lände 5 1090 Wien Österreich / Austria 
"	"Umweltbundesamt GmbH"	""	""	""	"Suspected Carcinogenic""Suspected Sensitiser""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Trizinc bis(orthophosphate)"	""	"231-944-3"	"7779-90-0"	""	"2013"	"Romania"	"High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/b5bbd050-b4e6-b6c0-2991-c80118fdcda4""https://echa.europa.eu/documents/10162/77d08f96-c3ec-0869-ef1e-469f7f0e8e73"	"https://echa.europa.eu/documents/10162/32afa1b0-932a-b644-731d-c735c0098e4e"	"20-mars-2013"	"294 Splaiul Independenei, 6th District, 060031, BUCHAREST, ROMANIA 
"	"1) National Institute for Research &amp; Development in Environmental Protection (NIRDEP) Laboratories Department   2) National Environmental Protection Agency (NEPA)"	""	""	""	"High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"ammonium perchlorate"	""	"232-235-1"	"7790-98-9"	""	"2015"	"Germany"	"Suspected Carcinogenic""Potential endocrine disruptor""Other hazard based concern""Exposure of workers""High RCR""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/5603e00f-eba2-f77e-d407-f09352f60c6c"	"https://echa.europa.eu/documents/10162/29a68d4b-b36e-04f4-5d86-69fe788efb54"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Due to the indication of structural similarity between EC:  231-511-9 and 232-235-1, there may be a (potential) joined evaluation of these substances."	"Suspected Carcinogenic""Potential endocrine disruptor""Other hazard based concern""Exposure of workers""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"Amylase, α-"	""	"232-565-6"	"9000-90-2"	""	"2015"	"United Kingdom"	"Sensitiser""Consumer use""Exposure of workers"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/b072aa99-9d78-785d-9b9a-f22fa19b5910"	"https://echa.europa.eu/documents/10162/ec1e2cd9-d528-94be-3e61-cfc35d418007"	"26-mars-2014"	"4N.G Redgrave Court, Merton Road, Bootle, Merseyside L20 7HS 
"	"UK REACH CA Health and Safety Executive"	""	""	""	"Sensitiser""Consumer use""Exposure of workers"	""	"14-janv.-2016"	
"Antimony trichloride"	""	"233-047-2"	"10025-91-9"	""	"2018"	"Germany"	"Suspected Carcinogenic""Suspected Reprotoxic"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/6544331e-018f-2db4-52f2-9a97b4e6884d"	"https://echa.europa.eu/documents/10162/aef79629-b8bd-5e86-5309-3dfb63c12147"	"20-mars-2018"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"(EC: 215-175-0; 215-713-4; 231-146-5; 233-047-2; 249-820-2) due to the indication of structural similarity, these substances may potentially be addressed in joint evaluation."	"Suspected Carcinogenic""Suspected Reprotoxic"	""	"20-mars-2018"	
"diiron tris(sulphate)"	""	"233-072-9"	"10028-22-5"	""	""	"Lithuania"	"Suspected Sensitiser""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Withdrawn"	"18-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/92289926-c3d0-b213-a7b0-c279c8978b2d""https://echa.europa.eu/documents/10162/ec25f378-c878-0c21-18b9-7dd9be544c74"	"17-mars-2015"	"A. Juozapaviciaus str. 9,  LT- 09311 Vilnius, Lithuania 
"	"Environmental Protection Agency, Chemical Substances Division"	""	""	""	"Suspected Sensitiser""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Aluminium sulphate"	""	"233-135-0"	"10043-01-3"	""	"2015"	"France"	"Suspected CMR""Suspected Sensitiser""Consumer use""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Follow-up"	"01-sept.-2023"	"https://echa.europa.eu/documents/10162/5c324f33-c319-4ec0-5647-946f037788c8"	""	"https://echa.europa.eu/documents/10162/453cca1e-1b6d-0e52-a8ce-af45f649c1f4"	"20-mars-2013"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	"<a href=""https://echa.europa.eu/documents/10162/4133890c-5e3f-f63c-d9af-2db6962d698c"">The Board of Appeal in its decision in Case No. A-005-2018 has partly annulled a SEv decision for this substance:</a>"	"Due to the indication of structural similarity between EC: 215-477-2, 231-208-1, 233-135-0, there may be a (potential) joined evaluation of these substances."	"Suspected CMR""Suspected Sensitiser""Consumer use""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"4-(1-methyl-1-phenylethyl)-N-[4-(1-methyl-1-phenylethyl)phenyl]aniline"	""	"233-215-5"	"10081-67-1"	""	"2024"	"Sweden"	"Suspected PBT/vPvB""Consumer use""Exposure of environment""Exposure of sensitive populations""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Ongoing"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/97649d2b-28f1-67c7-1f81-ea3506ba5c48"	"19-mars-2024"	"Vasagatan 12D, SE-172 67 Sundbyberg"	"Swedish Chemicals Agency"	""	""	""	"Suspected PBT/vPvB""Consumer use""Exposure of environment""Exposure of sensitive populations""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"19-mars-2024"	
"4,4'-methylene bis(dibutyldithiocarbamate)"	""	"233-593-1"	"10254-57-6"	""	""	"Germany"	"Suspected PBT/vPvB"	"Withdrawn"	"21-mars-2023"	""	""	"https://echa.europa.eu/documents/10162/81b520fa-0412-acb3-bc40-ed76c88fd8ea""https://echa.europa.eu/documents/10162/5c08dedf-9eb9-2d6e-8900-a46d03a5ae1b"	"20-mars-2018"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Data generated under dossier evaluation or other publicly available information sufficiently address and clarify the initial concern(s)."	"Suspected PBT/vPvB"	""	"20-mars-2018"	
"di-tert-pentyl peroxide"	""	"234-042-8"	"10508-09-5"	""	"2015"	"Italy"	"Suspected Carcinogenic""Suspected Mutagenic""Exposure of workers""Wide dispersive use"	"Concluded"	"24-juin-2020"	"https://echa.europa.eu/documents/10162/a713b24f-373a-228d-3f0b-b32ef452a91c"	"https://echa.europa.eu/documents/10162/4b17ea1d-bf2f-5377-2e47-49d6a86b954b"	"https://echa.europa.eu/documents/10162/0f50b828-0d3d-fc86-a161-7e77c8925404"	"17-mars-2015"	"299 Viale Regina Elena, 00161 ROME 
"	"Institute of Health"	""	""	""	"Suspected Carcinogenic""Suspected Mutagenic""Exposure of workers""Wide dispersive use"	""	"14-janv.-2016"	
"dinitrogen tetraoxide"	""	"234-126-4"	"10544-72-6"	""	""	"Latvia"	"Suspected Mutagenic""Suspected Reprotoxic""Exposure of workers""High RCR"	"Withdrawn"	"18-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/57cbe63d-0884-2a14-e988-be2fc6bd0330""https://echa.europa.eu/documents/10162/d4cdb80e-07ac-8644-e2c9-d599c3832071"	"17-mars-2015"	"Maskavas street 165, Riga, LV-1019 
"	"Latvian Environment, Geology and Meteorology Centre"	""	""	""	"Suspected Mutagenic""Suspected Reprotoxic""Exposure of workers""High RCR"	""	"14-janv.-2016"	
"Titanium dioxide"	""	"236-675-5"	"13463-67-7"	""	"2018"	"France"	"Carcinogenic""Suspected Mutagenic""Other hazard based concern"	"Information requested"	"05-août-2021"	"https://echa.europa.eu/documents/10162/b1dd5108-5268-c7fd-2d70-c2d29ef9251e"	""	"https://echa.europa.eu/documents/10162/3db4eda5-a3fa-e02f-3542-d30f3f1b0fec""https://echa.europa.eu/documents/10162/07ac3932-13f3-b363-126d-3f3bfc9cfdac""https://echa.europa.eu/documents/10162/96adbdfa-d928-30fa-b018-11a7b4908ad5"	"29-févr.-2012"	"14 rue Pierre et Marie Curie, 94700 MaisonsAlfort, Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	""	"Carcinogenic""Suspected Mutagenic""Other hazard based concern"	""	"14-janv.-2016"	
"Tris[2-chloro-1-(chloromethyl)ethyl] phosphate"	""	"237-159-2"	"13674-87-8"	""	""	"Germany"	"Potential endocrine disruptor"	"Withdrawn"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/acfa4647-fc4e-31f3-c16c-0f6419862df7""https://echa.europa.eu/documents/10162/6d382fb4-a1e2-2df6-6d74-379bab52c7ca"	"21-mars-2017"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Potential endocrine disruptor"	""	"21-mars-2017"	
"Bis(dibutyldithiocarbamato-S,S')copper"	""	"237-695-7"	"13927-71-4"	""	"2020"	"France"	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected PBT/vPvB""Exposure of workers"	"Suspended"	"05-avr.-2021"	""	""	"https://echa.europa.eu/documents/10162/fc105a54-4c60-e628-894b-00a01742be17"	"22-mars-2016"	"14 rue Pierre et Marie Curie, 94700 MaisonsAlfort, Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected PBT/vPvB""Exposure of workers"	""	"22-mars-2016"	
"2-ethyl-2-[[(1-oxoallyl)oxy]methyl]-1,3-propanediyl diacrylate"	""	"239-701-3"	"15625-89-5"	""	"2014"	"France"	"Sensitiser""Exposure of workers""High RCR""Wide dispersive use"	"Concluded"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/752ce9ac-ca4d-f138-027f-32c5a6563e14"	"https://echa.europa.eu/documents/10162/1c6481a8-dc12-a0c0-81b6-5dff0a58babc"	"https://echa.europa.eu/documents/10162/c4410168-61a9-5c98-f6f6-75a6d3e354f5"	"26-mars-2014"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex 
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Sensitiser""Exposure of workers""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl acrylate"	""	"241-527-8"	"17527-29-6"	""	"2016"	"Germany"	"Potential endocrine disruptor""Suspected PBT/vPvB""Other hazard based concern""Exposure of environment""Wide dispersive use"	"Concluded"	"26-mai-2023"	"https://echa.europa.eu/documents/10162/78bb05ac-42d0-76a7-02e7-c6c3eb80d645"	"https://echa.europa.eu/documents/10162/5c201ae4-8b10-ca18-df24-7ae5a7f83e37"	"https://echa.europa.eu/documents/10162/8b1da75a-608d-707a-15d7-9aa5025c208d""https://echa.europa.eu/documents/10162/f683ad63-7f21-d0ef-f0f5-cedfd204d958"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Due to the indication of structural similarity between EC: 218-407-9 and 241-527-8, there may be a (potential) joined evaluation of these substances."	"Potential endocrine disruptor""Suspected PBT/vPvB""Other hazard based concern""Exposure of environment""Wide dispersive use"	""	"14-janv.-2016"	
"1,1,1,3,5,5,5-heptamethyl-3-[(trimethylsilyl)oxy]trisiloxane"	""	"241-867-7"	"17928-28-8"	""	""	"Norway"	"Suspected PBT/vPvB""Wide dispersive use"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/725a76fe-1af3-d0f3-9d67-6e1a99fd430f""https://echa.europa.eu/documents/10162/045c4b41-e41a-312e-105a-152b9722f288""https://echa.europa.eu/documents/10162/6b46c76b-f57d-8218-9606-66d713bc9752""https://echa.europa.eu/documents/10162/66dd6b96-5389-6fc9-3348-89b369263906""https://echa.europa.eu/documents/10162/48f67a18-69ff-7304-0bb4-1cf9d5c38aac"	"22-mars-2016"	""	"Norwegian Environment Angecy"	""	""	""	"Suspected PBT/vPvB""Wide dispersive use"	""	"22-mars-2016"	
"3-(4-tert-butylphenyl)propion aldehyde"	""	"242-016-2"	"18127-01-0"	""	""	"Sweden"	"Suspected Reprotoxic"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/b003c6e4-5590-159b-ad90-72f321c26bb3""https://echa.europa.eu/documents/10162/1f8c8816-3e59-8188-626f-af616f1c2ccd""https://echa.europa.eu/documents/10162/51530223-1427-cc8e-3483-5a61ca2ccac3""https://echa.europa.eu/documents/10162/588064d0-4a9e-a416-e1d4-5305784f1d89"	"17-mars-2015"	""	"Swedish Chemicals Agency"	""	""	""	"Suspected Reprotoxic"	""	"14-janv.-2016"	
"(-)-pin-2(10)-ene"	""	"242-060-2"	"18172-67-3"	""	"2014"	"Greece"	"Sensitiser""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/f6037e91-1d7d-feb5-8b69-8fad79482afc"	"https://echa.europa.eu/documents/10162/63e39c49-7fc0-c803-18ab-a2e74e655b10"	"26-mars-2014"	""	"Directorate of Enviroment, General Chemical State Laboratory, Ministry of Finance"	""	""	"Previously registered as pin-2(10)-ene, EC 204-872-5, CAS 127-91-3"	"Sensitiser""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bisethyl diacetate"	""	"242-895-2"	"19224-29-4"	""	"2024"	"Denmark"	"Suspected Reprotoxic""Potential endocrine disruptor""Exposure of environment""Exposure of workers""Wide dispersive use"	"Ongoing"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/5ce8e4ac-6dd6-456a-8323-13f1e1bd6ef9"	"19-mars-2024"	"Tolderlundsvej 5, 5000 Odense C, Denmark"	"Danish Environmental Protection Agency"	""	""	"(EC: 217-121-1; 227-033-5; 242-895-2; 248-607-1): due to the indication of structural similarity, these substances may potentially be addressed in a joint evaluation."	"Suspected Reprotoxic""Potential endocrine disruptor""Exposure of environment""Exposure of workers""Wide dispersive use"	""	"19-mars-2024"	
"bis(pentane-2,4-dionato)calcium"	""	"243-001-3"	"19372-44-2"	""	"2015"	"Germany"	"Sensitiser""Other hazard based concern""Exposure of workers""High (aggregated) tonnage"	"Concluded"	"10-août-2021"	""	"https://echa.europa.eu/documents/10162/6772b34e-2260-b6d8-4de7-a3895eb5a6b4"	"https://echa.europa.eu/documents/10162/1a8a0aac-4cf4-f10e-be92-2079a1dca82d"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Sensitiser""Other hazard based concern""Exposure of workers""High (aggregated) tonnage"	""	"19-janv.-2016"	
"1,1'-(isopropylidene)bis[3,5-dibromo-4-(2,3-dibromopropoxy)benzene]"	""	"244-617-5"	"21850-44-2"	""	"2017"	"Germany"	"Potential endocrine disruptor""Suspected PBT/vPvB""High (aggregated) tonnage"	"Concluded"	"08-déc.-2021"	""	"https://echa.europa.eu/documents/10162/60987cf3-d074-df14-680d-575c4595e8ec"	"https://echa.europa.eu/documents/10162/ffca614f-dedb-3306-5e10-277dbd6c53b9"	"22-mars-2016"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"(EC: 244-617-5 and 306-832-3) due to the indication of structural similarity of these substances, there may be a (potential) joined evaluation of these substances."	"Potential endocrine disruptor""Suspected PBT/vPvB""High (aggregated) tonnage"	""	"22-mars-2016"	
