Nom,Synonyme(s),Numero CAS,Numero EINECS,Numero Index,ATP,TMP,Colorant(Numero CI),Cancerigene (Categorie),Cancerigene (Mention de danger),Mutagene (Categorie),Mutagene (Mention de danger),Toxique repro. (Categorie),Toxique repro. (Mention de danger),Note(s),Commentaire(s)
Gatsch à bas point de fusion (pétrole),,92062-10-7,,649-248-00-7,,,,C1B,,,,,,,
"Gatsch à bas point de fusion (pétrole), hydrotraité",,92062-11-8,,649-249-00-2,,,,C1B,,,,,,,
"Gaz (pétrole), charge d'alkylation oléfinique et paraffinique en C3-5",,68477-83-8,,649-067-00-3,,,,C1A,,M1B,,,,,
"Gaz (pétrole), charge de l'unité Girbotol",,68477-95-2,,649-074-00-1,,,,C1A,,M1B,,,,,
"Gaz (pétrole), craquage catalytique",,68477-74-7,,649-063-00-1,,,,C1A,,M1B,,,,,
"Gaz (pétrole), craquage catalytique",,68783-64-2,,649-098-00-2,,,,C1A,,M1B,,,,,
"Gaz (pétrole), craquage catalytique, produits de tête",,68409-99-4,,649-191-00-8,,,,C1A,,M1B,,,,,
"Gaz (pétrole), craquage catalytique, riches en C1-5",,68477-75-8,,649-064-00-7,,,,C1A,,M1B,,,,,
"Gaz (pétrole), débutaniseur de naphta de craquage catalytique",,68952-76-1,,649-107-00-X,,,,C1A,,M1B,,,,,
"Gaz (pétrole), distillation de pétrole brut et craquage catalytique, Gaz de raffinerie",,68989-88-8,,649-168-00-2,,,,C1A,,M1B,,,,,
"Gaz (pétrole), distillation du craquage thermique, Gaz de raffinerie",,68478-05-7,,649-139-00-4,,,,C1A,,M1B,,,,,
"Gaz (pétrole), fractionnement de naphta isomérisé, riches en C4, exempts d'hydrogène sulfuré, Gaz de pétrole",,68477-99-6,,649-075-00-7,,,,C1A,,M1B,,,,,
"Gaz (pétrole), hydrodésulfuration du gazole, effluent, Gaz de raffinerie",,92045-16-4,,649-170-00-3,,,,C1A,,M1B,,,,,
"Gaz (pétrole), hydrodésulfuration du gazole, purge, Gaz de raffinerie",,92045-17-5,,649-171-00-9,,,,C1A,,M1B,,,,,
"Gaz (pétrole), hydrotraitement du reformage, Gaz de raffinerie",,68478-02-4,,649-136-00-8,,,,C1A,,M1B,,,,,
"Gaz (pétrole), hydrotraitement du reformage, riches en hydrogène et en méthane, Gaz de raffinerie",,68478-03-5,,649-137-00-3,,,,C1A,,M1B,,,,,
"Gaz (pétrole), kérosène sulfureux hydrotraité, ballon de détente, Gaz de raffinerie",,68911-59-1,,649-156-00-7,,,,C1A,,M1B,,,,,
"Gaz (pétrole), kérosène sulfureux hydrotraité, stabilisateur du dépentaniseur, Gaz de raffinerie",,68911-58-0,,649-155-00-1,,,,C1A,,M1B,,,,,
"Gaz (pétrole), mélange de raffinerie",,68783-07-3,,649-097-00-7,,,,C1A,,M1B,,,,,
"Gaz (pétrole), produits de tête du séparateur, craquage catalytique fluide",,68919-20-0,,649-105-00-9,,,,C1A,,M1B,,,,,
"Gaz (pétrole), réabsorbeur de concentration des gaz, distillation, Gaz de raffinerie",,68477-93-0,,649-130-00-5,,,,C1A,,M1B,,,,,
"Gaz (pétrole), recyclage de reformage catalytique en C6-8, riches en hydrogène, Gaz de raffinerie",,68477-82-7,,649-127-00-9,,,,C1A,,M1B,,,,,
"Gaz (pétrole), reformage catalytique de charges en C6-8, Gaz de raffinerie",,68477-81-6,,649-126-00-3,,,,C1A,,M1B,,,,,
"Gaz (pétrole), reformage catalytique de naphta de distillation directe, produits de tête du stabilisateur, Gaz de raffinerie",,68513-14-4,,649-145-00-7,,,,C1A,,M1B,,,,,
"Gaz (pétrole), reformage catalytique, riches en C1-4",,68477-79-2,,649-066-00-8,,,,C1A,,M1B,,,,,
"Gaz (pétrole), retour en C2, Gaz de raffinerie",,68477-84-9,,649-128-00-4,,,,C1A,,M1B,,,,,
"Gaz (pétrole), riches en C4",,68477-85-0,,649-068-00-9,,,,C1A,,M1B,,,,,
"Gaz (pétrole), riches en hydrogène, Gaz de raffinerie",,68477-97-4,,649-132-00-6,,,,C1A,,M1B,,,,,
"Gaz (pétrole), séparateur à basse pression, hydrocraquage, Gaz de raffinerie",,68783-06-2,,649-152-00-5,,,,C1A,,M1B,,,,,
"Gaz (pétrole), unité de production du benzène, hydrotraitement, produits de tête du dépentaniseur, Gaz de raffinerie",,68602-82-4,,649-149-00-9,,,,C1A,,M1B,,,,,
"Gaz acides secs résiduels (pétrole), unité de concentration des gaz, Gaz de raffinerie",,68477-92-9,,649-129-00-X,,,,C1A,,M1B,,,,,
"Gaz combustibles, distillats de pétrole brut, Gaz de pétrole",,68476-29-9,,649-198-00-6,,,,C1A,,M1B,,,,,
"Gaz combustibles, Gaz de pétrole",,68476-26-6,,649-197-00-0,,,,C1A,,M1B,,,,,
"Gaz d'alimentation (pétrole), traitement aux amines, Gaz de raffinerie",,68477-65-6,,649-120-00-0,,,,C1A,,M1B,,,,,
"Gaz d'alimentation pour l'alkylation (pétrole), Gaz de pétrole",,68606-27-9,,649-095-00-6,,,,C1A,,M1B,,,,,
"Gaz d'appoint (pétrole), hydrotraitement du reformage, riches en hydrogène, Gaz de raffinerie",,68478-04-6,,649-138-00-9,,,,C1A,,M1B,,,,,
"Gaz d'appoint (pétrole), reformage, riches en hydrogène, Gaz de raffinerie",,68478-01-3,,649-135-00-2,,,,C1A,,M1B,,,,,
"Gaz de fond (pétrole), dépropanisation de gazole de craquage catalytique, riches en C4 et désacidifiés",,68477-71-4,,649-208-00-9,,,,C1A,,M1B,,,,,
Gaz de pétrole liquéfiés,,68476-85-7,,649-202-00-6,,,,C1A,,M1B,,,,,
Gaz de pétrole liquéfiés adoucis,,68476-86-8,,649-203-00-1,,,,C1A,,M1B,,,,,
"Gaz de pétrole liquéfiés, adoucis, fraction en C4",,92045-80-2,,649-117-00-4,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole) désacidifiés, hydrodésulfuration de distillat et de naphta, colonne de fractionnement",,68308-06-5,,649-186-00-0,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole) exempts d'hydrogène sulfuré, hydrodésulfuration de gazole sous vide",,68308-12-3,,649-190-00-2,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole) exempts d'hydrogène sulfuré, rectificateur de gazole sous vide hydrodésulfuré",,68308-07-6,,649-187-00-6,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole) exempts d'hydrogène sulfuré, stabilisateur de naphta léger de distillation directe",,68308-09-8,,649-188-00-1,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), craquage catalytique de distillat et de naphta, absorbeur de colonne de fractionnement",,68307-98-2,,649-178-00-7,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), craquage catalytique de gazole, absorbeur",,68308-03-2,,649-183-00-4,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), débutanisation de naphta de craquage catalytique, riches en C3-5",,68477-72-5,,649-209-00-4,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), distillat de craquage thermique, absorbeur de gazole et de naphta",,68952-81-8,,649-109-00-0,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), exempts d'hydrogène sulfuré, hydrodésulfuration de distillat direct",,68308-10-1,,649-182-00-9,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), exempts d'hydrogène sulfuré, reformage catalytique de naphta, stabilisateur de colonne de fractionnement",,68308-00-9,,649-180-00-8,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), hydrodésulfuration de naphta de distillation directe, Gaz de raffinerie",,68952-80-7,,649-166-00-1,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), hydrotraitement de distillats de craquage, rectificateur",,68308-01-0,,649-181-00-3,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), isomérisation du naphta, stabilisateur de colonne de fractionnement",,68308-08-7,,649-210-00-X,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), polymérisation catalytique de naphta, stabilisateur de colonne de fractionnement",,68307-99-3,,649-179-00-2,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), préparation de la charge d'alkylation propane-propylène, déséthaniseur",,68308-11-2,,649-189-00-7,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), séparateur de naphta d'hydrodésulfuration catalytique, Gaz de raffinerie",,68952-79-4,,649-165-00-6,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), stabilisateur de fractionnement d'hydrocarbures de craquage thermique, cokéfaction pétrolière",,68952-82-9,,649-110-00-6,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), stabilisateur de naphta et de distillat de craquage catalytique",,68952-77-2,,649-108-00-5,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), unité de récupération des gaz",,68308-04-3,,649-184-00-X,,,,C1A,,M1B,,,,,
"Gaz de queue (pétrole), unité de récupération des gaz, déséthaniseur",,68308-05-4,,649-185-00-5,,,,C1A,,M1B,,,,,
Gaz de raffinerie (pétrole),,68814-67-5,,649-153-00-0,,,,C1A,,M1B,,,,,
"Gaz de recyclage (pétrole), huile mélangée hydrotraitée, riches en hydrogène et en azote, Gaz de raffinerie",,68477-98-5,,649-133-00-1,,,,C1A,,M1B,,,,,
"Gaz de recyclage (pétrole), production du benzène, riches en hydrogène, Gaz de raffinerie",,68477-67-8,,649-122-00-1,,,,C1A,,M1B,,,,,
"Gaz de recyclage (pétrole), reformage catalytique de charges en C6-8, Gaz de raffinerie",,68477-80-5,,649-125-00-8,,,,C1A,,M1B,,,,,
"Gaz de recyclage (pétrole), riches en hydrogène, Gaz de raffinerie",,68478-00-2,,649-134-00-7,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), colonne de déisobutanisation",,68477-87-2,,649-070-00-X,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), colonne de séparation du butane",,68477-69-0,,649-206-00-8,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), dépropanisation du naphta de craquage catalytique, riches en C3 et désacidifiés",,68477-73-6,,649-062-00-6,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), dépropaniseur",,68477-91-8,,649-072-00-0,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), déséthaniseur",,68477-86-1,,649-069-00-4,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), rectification du naphta de reformage catalytique, Gaz de raffinerie",,68477-77-0,,649-124-00-2,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), stabilisation de naphta de polymérisation catalytique, riches en C2-4",,68477-76-9,,649-065-00-2,,,,C1A,,M1B,,,,,
"Gaz de tête (pétrole), unité de récupération des gaz, dépropaniseur",,68477-94-1,,649-073-00-6,,,,C1A,,M1B,,,,,
"Gaz de tête du stabilisateur (pétrole), reformage catalytique du naphta de distillation directe",,68955-34-0,,649-112-00-7,,,,C1A,,M1B,,,,,
"Gaz de vapocraquage (pétrole), riches en C3",,92045-22-2,,649-115-00-3,,,,C1A,,M1B,,,,,
"Gaz d'huile mélangée (pétrole), riches en hydrogène et en azote, Gaz de raffinerie",,68477-68-9,,649-123-00-7,,,,C1A,,M1B,,,,,
Gaz en C2-3 (pétrole),,68477-70-3,,649-207-00-3,,,,C1A,,M1B,,,,,
Gaz en C2-4 adoucis (pétrole),,68783-65-3,,649-099-00-8,,,,C1A,,M1B,,,,,
Gaz en C3-4 (pétrole),,68131-75-9,,649-177-00-1,,,,C1A,,M1B,,,,,
"Gaz en C3-4 (pétrole), riches en isobutane",,68477-33-8,,649-204-00-7,,,,C1A,,M1B,,,,,
Gaz humides en C1-5 (pétrole),,68602-83-5,,649-092-00-X,,,,C1A,,M1B,,,,,
"Gaz légers de vapocraquage (pétrole), concentrés de butadiène",,68955-28-2,,649-111-00-1,,,,C1A,,M1B,,,,,
"Gaz naturel (pétrole), condensats, Naphta à point d'ébullition bas - non spécifié",,64741-47-5,,649-346-00-X,,,,C1B,,M1B,,,,,
"Gaz naturel (pétrole), mélange liquide brut, Naphta à point d'ébullition bas - non spécifié",,64741-48-6,,649-347-00-5,,,,C1B,,M1B,,,,,
"Gaz naturel, condensats, Naphta à point d'ébullition bas - non spécifié",,68919-39-1,,649-375-00-8,,,,C1B,,M1B,,,,,
"Gaz résiduels (pétrole), absorbeur secondaire, fractionnement des produits de tête du craquage catalytique fluide, Gaz de raffinerie",,68602-84-6,,649-150-00-4,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), absorption d'hydrogène, Gaz de raffinerie",,68477-96-3,,649-131-00-0,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), craquage thermique de résidus sous vide",,68478-34-2,,649-082-00-5,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), dépropaniseur d'hydrocraquage, riches en hydrocarbures",,68513-16-6,,649-085-00-1,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), déshexaniseur",,68919-00-6,,649-101-00-7,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), déshexaniseur de naphta de distillation directe à large intervalle d'ébullition",,68513-15-5,,649-084-00-6,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), distillation des gaz de raffinage de l'huile, Gaz de raffinerie",,68527-15-1,,649-148-00-3,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), effluent de reformage, ballon de détente à basse pression, Gaz de raffinerie",,68513-19-9,,649-147-00-8,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), effluent de reformage, ballon de détente à haute pression, Gaz de raffinerie",,68513-18-8,,649-146-00-2,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), effluent du réacteur d'hydrogénation, ballon de détente, Gaz de raffinerie",,92045-18-6,,649-172-00-4,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), fractionnement combiné des produits de craquage catalytique, de reformage catalytique et d'hydrodésulfuration",,68478-24-0,,649-078-00-3,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), fractionnement de pétrole brut",,68918-99-0,,649-100-00-1,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), fractionnement des résidus du dépropaniseur",,68606-34-8,,649-096-00-1,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), huile clarifiée de craquage catalytique et résidu sous vide de craquage thermique, ballon de reflux de fractionnement",,68478-21-7,,649-076-00-2,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), hydrotraitement de distillat de craquage, séparateur, Gaz de raffinerie",,68478-29-5,,649-143-00-6,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), lavage de gazole à la diéthanolamine, Gaz de raffinerie",,92045-15-3,,649-169-00-8,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), mélange de l'unité de gaz saturés, riches en C4",,68478-32-0,,649-080-00-4,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), production du benzène, hydrodésulfuration, Gaz de raffinerie",,68477-66-7,,649-121-00-6,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), rectificateur de l'unité Unifining, Gaz de raffinerie",,68919-12-0,,649-164-00-0,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), reformage catalytique de naphta de distillation directe",,68919-09-5,,649-104-00-3,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), refractionnement du craquage catalytique, absorbeur, Gaz de raffinerie",,68478-25-1,,649-140-00-X,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), séparateur de naphta de distillation directe hydrodésulfuré, Gaz de raffinerie",,68478-30-8,,649-144-00-1,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), séparateur de naphta de reformage catalytique, Gaz de raffinerie",,68478-27-3,,649-141-00-5,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), séparateur de produits de platformat, Gaz de raffinerie",,68814-90-4,,649-154-00-6,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), séparation du goudron, Gaz de raffinerie",,68919-11-9,,649-163-00-5,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), stabilisateur de naphta de reformage catalytique, Gaz de raffinerie",,68478-28-4,,649-142-00-0,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), stabilisateur de naphta léger de distillation directe",,68513-17-7,,649-086-00-7,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), stabilisateur de reformage Platforming, fractionnement des coupes légères, Gaz de raffinerie",,68919-07-3,,649-161-00-4,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), stabilisation de naphta de craquage catalytique, absorbeur",,68478-22-8,,649-077-00-8,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), stabilisation des coupes de distillation directe",,68919-10-8,,649-106-00-4,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), stabilisation par fractionnement du naphta de reformage catalytique",,68478-26-2,,649-079-00-9,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), unité de récupération des gaz saturés, riches en C1-2",,68478-33-1,,649-081-00-X,,,,C1A,,M1B,,,,,
"Gaz résiduels (pétrole), viscoréduction de résidus, Gaz de raffinerie",,92045-20-0,,649-174-00-5,,,,C1A,,M1B,,,,,
"Gaz résiduels d'absorbeur (pétrole), fractionnement des produits de tête de craquage catalytique fluide et de désulfuration du gazole, Gaz de raffinerie",,68955-33-9,,649-167-00-7,,,,C1A,,M1B,,,,,
"Gaz résiduels d'absorbeur secondaire (pétrole), lavage des gaz de craquage catalytique fluide, Gaz de raffinerie",,68919-03-9,,649-159-00-3,,,,C1A,,M1B,,,,,
"Gaz résiduels de fractionnement (pétrole), craquage catalytique fluide, Gaz de raffinerie",,68919-02-8,,649-158-00-8,,,,C1A,,M1B,,,,,
"Gaz résiduels de prédistillation (pétrole), distillation du pétrole brut, Gaz de raffinerie",,68919-08-4,,649-162-00-X,,,,C1A,,M1B,,,,,
"Gaz résiduels de rectification (pétrole), désulfuration par hydrotraitement de distillat lourd, Gaz de raffinerie",,68919-04-0,,649-160-00-9,,,,C1A,,M1B,,,,,
"Gaz résiduels de rectification (pétrole), désulfuration Unifining de distillats, Gaz de raffinerie",,68919-01-7,,649-157-00-2,,,,C1A,,M1B,,,,,
"Gaz résiduels de rectification (pétrole), désulfuration Unifining de naphta",,68919-06-2,,649-103-00-8,,,,C1B,,M1B,,,,,
"Gaz résiduels de stabilisateur (pétrole), fractionnement de l'essence légère de distillation directe",,68919-05-1,,649-102-00-2,,,,C1A,,M1B,,,,,
"Gaz résiduels haute pression (pétrole), vapocraquage du naphta, Gaz de raffinerie",,92045-19-7,,649-173-00-X,,,,C1A,,M1B,,,,,
"Gaz secs (pétrole), dépropaniseur, riches en propène",,68477-90-7,,649-071-00-5,,,,C1A,,M1B,,,,,
"Gazoles (pétrole), hydrodésulfurés, Gazole - non spécifié",,64742-79-6,,649-222-00-5,,,,C1B,,,,,,,
"Gazoles (pétrole), neutralisés chimiquement, Gazole - non spécifié",,64742-29-6,,649-218-00-3,,,,C1B,,,,,,,
"Gazoles (pétrole), raffinés au solvant, Gazole - non spécifié",,64741-90-8,,649-213-00-6,,,,C1B,,,,,,,
"Gazoles (pétrole), traités à l'acide, Gazole - non spécifié",,64742-12-7,,649-215-00-7,,,,C1B,,,,,,,
"Gazoles atmosphériques lourds (pétrole), Fioul lourd",,68783-08-4,,649-032-00-2,,,,C1B,,,,,,,
"Gazoles de vapocraquage (pétrole), Gazole de craquage",,68527-18-4,,649-442-00-1,,,,C1B,,,,,,,
"Gazoles hydrotraités, Gazole - non spécifié",,97862-78-7,,649-238-00-2,,,,C1B,,,,,,,
"Gazoles légers sous vide (pétrole), hydrodésulfuration et craquage thermique, Gazole de craquage",,97926-59-5,,649-450-00-5,,,,C1B,,,,,,,
"Gazoles lourds (pétrole), distillation sous vide, Fioul lourd",,64741-57-7,,649-009-00-7,,,,C1B,,,,,,,
"Gazoles lourds sous vide (pétrole), cokéfaction, hydrodésulfuration, Fioul lourd",,85117-03-9,,649-039-00-0,,,,C1B,,,,,,,
"Gazoles lourds sous vide (pétrole), hydrodésulfurés, Fioul lourd",,64742-86-5,,649-017-00-0,,,,C1B,,,,,,,
"Gazoles paraffiniques, Gazole - non spécifié",,93924-33-5,,649-233-00-5,,,,C1B,,,,,,,
"Gazoles sous vide (pétrole), hydrotraités, Fioul lourd",,64742-59-2,,649-015-00-X,,,,C1B,,,,,,,
Glufosinate d'ammonium (ISO),2-amino-4-(hydroxyméthylphosphinyl)butyrate d'ammonium,77182-82-2,,015-155-00-X,1ère,,,,,,,R1B,H360Fd,,
Glyoxal...%,éthanedial..%,107-22-2,,605-016-00-7,,,,,,M2,,,,,
Goudron de houille (charbon),,8007-45-2,,648-081-00-7,,,,C1A,,,,,,,
"Goudron de houille à basse température (charbon), Huile lourde de houille",,65996-90-9,,648-083-00-8,,,,C1A,,,,,,,
"Goudron de houille à basse température, résidus de distillation, Huile de goudron, point d'ébullition intermédiaire",,101316-85-2,,648-068-00-6,,,,C1B,,,,,,,
Goudron de houille à haute température (charbon),,65996-89-6,,648-082-00-2,,,,C1A,,,,,,,
"Goudron de houille à haute température, à haute teneur en matières solides, Résidus solides de goudron de charbon",,68990-61-4,,648-062-00-3,,,,C1B,,,,,,,
"Goudron de houille à haute température, résidus, Résidus solides de goudron de charbon",,100684-51-3,,648-061-00-8,,,,C1B,,,,,,,
"Goudron de houille haute température, résidus de distillation et de stockage, Résidus solides de goudron de charbon",,92062-20-9,,648-059-00-7,,,,C1B,,,,,,,
"Goudron de houille, résidus de stockage, Résidus solides de goudron de charbon",,91082-50-7,,648-060-00-2,,,,C1B,,,,,,,
Goudron de lignite à basse température,,101316-84-1,,648-146-00-X,,,,C1A,,,,,,,
"Goudron de lignite, distillat",,101316-83-0,,648-145-00-4,,,,C1A,,,,,,,
Graisses lubrifiantes,,74869-21-9,,649-243-00-X,,,,C1B,,,,,,,
Halosulfuron-méthyle (ISO),"méthyl 3-chloro-5-{[(4,6-diméthoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-1-méthyl-1H-pyrazole-4-carboxylate , 3-chloro-5-{[(4,6-diméthoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-1-méthyl-1H-pyrazole-4-carboxylate de méthyle",100784-20-1,,613-329-00-5,14ème,,,,,,,R1B,H360D,,
Heazlewoodite,,12035-71-1,,028-007-00-4,17ème,,,C1A,H350i,M2,,,,,
Heptachlor (ISO),"1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tétrahydro-4,7-méthanoindène",76-44-8,,602-046-00-2,,,,C2,,,,,,,
"Heptaoxyde de tétrabore et de disodium, hydraté",,12267-73-1,,005-011-00-4,20ème,,,,,,,R1B,H360FD,,Pas de modification de classification CMR dans la 20ème ATP
Hexabromocyclododécane,,25637-99-4,,602-109-00-4,3ème,,,,,,,R2,H361,,
Hexachlorobenzène,,118-74-1,,602-065-00-6,,,,C1B,,,,,,,
Hexacyanoferrate de diammonium et de nickel,,74195-78-1,,028-033-00-6,1ère,,,C1A,H350i,,,,,,
