CAS number,Principal name,Naturals (NCS) category
0123-07-09,p-Ethylphenol,
6658-48-6,p-Isobutyl-alpha-methyl hydrocinnamaldehyde,
4395-92-0,p-Isopropyl phenylacetaldehyde,
645-13-6,p-Isopropylacetophenone,
59230-57-8,p-Isopropylbenzyl acetate,
536-60-7,p-Isopropylbenzyl alcohol,
10482-56-1,p-Menth-1-en-8-ol (S),
7764-50-3,p-Menth-8-en-2-one,
99-86-5,"p-Mentha-1,3-diene",
99-85-4,"p-Mentha-1,4-diene",
2111-75-3,"p-Mentha-1,8-dien-7-al",
536-59-4,"p-Mentha-1,8-dien-7-ol",
15111-96-3,"p-Mentha-1,8-dien-7-yl acetate",
38462-22-5,p-Mentha-8-thiol-3-one,
499-70-7,p-Menthan-2-one,
0123-11-5,p-Methoxybenzaldehyde,
874-90-8,p-Methoxybenzonitrile,
1963-36-6,p-Methoxycinnamaldehyde,
84697-09-06,p-Methyl-alpha-amyl cinnamic aldehyde,
104-93-8,p-Methylanisole,
91-61-2,p-Methyltetrahydroquinoline,
104-45-0,p-Propylanisole,
645-56-7,p-Propylphenol,
80-54-6,p-t-Butyl-alpha-methylhydrocinnamic aldehyde,
943-27-1,p-tert-Butylacetophenone,
98-53-3,p-tert-Butylcyclohexanone,
18127-01-0,p-tert-Butyldihydrocinnamaldehyde,
104-87-0,p-Tolualdehyde,
55066-56-3,p-Tolyl 3-methylbutyrate,
24700-20-7,p-Tolyl 3-methylcrotonate,
140-39-6,p-Tolyl acetate,
589-18-4,p-Tolyl alcohol,
103-93-5,p-Tolyl isobutyrate,
59558-23-5,p-Tolyl octanoate,
101-94-0,p-Tolyl phenylacetate,
0104-09-06,p-Tolylacetaldehyde,
2628-17-3,p-Vinylphenol,
1195-32-0,"p,alpha-Dimethylstyrene",
8023-79-8,Palm kernel oil,H2.50
8002-75-3,"Palm oil, fixed",G2.50
8014-19-5,Palmarosa oil,E2.12
57-10-3,Palmitic acid,
84625-29-6,Paprika oleoresin,G2.21
64742-46-7,Paraffin - C15- 19 alkane,
8012-95-1,Paraffin oils,
8002-74-2,Paraffin wax,
64771-72-8,"Paraffins, normal C5-C20",
123-63-7,Paraldehyde,
8000-68-8,Parsley herb oil,E2.12
8025-95-4,Parsley oleoresin,H2.21
8000-68-8,Parsley seed oil,H2.12
854535-37-8,Passionflower extract,G2.13
8014-09-03,Patchouli,E2.19
8014-09-03,Patchouli,E2.11
8014-09-03,Patchouli absolute,E2.1
5986-55-0,Patchouli alcohol,
8014-09-03,Patchouli CO2 extract,E2.27
8014-09-03,Patchouli extract,E2.13
8014-09-03,Patchouli oil,E2.51
8014-09-03,Patchouli oil,E2.12
8014-09-03,Patchouli oil (low Fe),E2.33
8014-09-03,"Patchouli oil, rectified",E2.24
73049-85-1,Patchouli terpenes,E2.30
1429493-82-2,Peach extract,G2.13
84012-34-0,Peach infusion,G2.31
8002-03-07,Peanut oil,H2.50
124046-50-0,Peg-20 Almond Glycerides,
94333-77-4,"Pelargonium graveolens, ext., sapond.",
8013-99-8,"Pennyroyal oil, Europe",E2.12
68917-60-2,"Pennyroyal oil, terpenes",E2.30
629-62-9,Pentadecane,
2308574-23-2,"Pentanedioic acid, 1-(4-formyl-2-methoxyphenyl) 5-[(1R,2S,5R)-5-methyl-2-(1-methylethyl)cyclohexyl] ester",
1119-40-0,"Pentanedioic acid, 1,5-dimethyl ester",
55590-83-5,"Pentanoic acid, 2-​methylbutyl ester",
628-63-7,Pentyl acetate,
2049-96-9,Pentyl benzoate,
25415-62-7,Pentyl isovalerate,
5137-52-0,Pentyl phenylacetate,
624-54-4,Pentyl propionate,
68917-24-8,"Pepper oil black, terpene-free",G2.29
8006-82-4,"Pepper, black, absolute",G2.1
8006-82-4,"Pepper, black, CO2 extract",G2.27
8006-82-4,"Pepper, black, oil",G2.12
8006-82-4,"Pepper, black, oil, rectified",G2.24
8002-56-0,"Pepper, black, oleoresin",G2.21
8006-82-4,"Pepper, white, CO2 extract",G2.27
8006-82-4,"Pepper, white, oil",G2.12
8006-90-4,Peppermint absolute,E2.1
8006-90-4,Peppermint CO2 extract,E2.27
8006-90-4,Peppermint leaves,E2.19
8006-90-4,Peppermint oil,E2.12
8006-90-4,"Peppermint oil, rectified",E2.24
68606-97-3,"Peppermint oil, terpeneless",E2.29
68608-37-7,"Peppermint oil, terpenes",E2.30
68606-96-2,"Peppermint oils, reaction products with hydrogen sulfide",
68132-21-8,Perilla oil,E2.12
1155405-59-6,Periploca sepium oil,A2.12
8008-26-2,"Persian lime oil, expressed",G2.5
444085-42-1,Persicaria odorata oil,E2.12
91721-74-3,Persimmon extract,G2.13
8007-00-9,Peru balsam distillate,K2.8
8014-17-3,Petitgrain absolute,E2.1
8007-75-8,Petitgrain bergamot absolute,E2.1
8014-17-3,Petitgrain bigarade absolute,E2.1
8014-17-3,Petitgrain bigarade oil,E2.12
8048-51-9,Petitgrain lemon oil,E2.12
8014-17-3,Petitgrain mandarin oil,E2.12
68915-85-5,"Petitgrain oil terpeneless, Paraguay",E2.29
68917-61-3,"Petitgrain oil terpenes, Paraguay",E2.30
8014-17-3,"Petitgrain oil, Paraguay",E2.12
8014-17-3,"Petitgrain oil, rectified, Paraguay",E2.24
68606-99-5,"Petitgrain oils, saponified",
8014-17-3,Petitgrain water absolute,E2.54
6315-04-04,Phenethyl 2-ethylbutyrate,
103-45-7,Phenethyl acetate,
60-12-8,Phenethyl alcohol,
94-47-3,Phenethyl benzoate,
103-52-6,Phenethyl butyrate,
103-53-7,Phenethyl cinnamate,
104-62-1,Phenethyl formate,
6290-37-5,Phenethyl hexanoate,
103-48-0,Phenethyl isobutyrate,
2257-09-02,Phenethyl isothiocyanate,
140-26-1,Phenethyl isovalerate,
5457-70-5,Phenethyl octanoate,
102-20-5,Phenethyl phenylacetate,
122-70-3,Phenethyl propionate,
87-22-9,Phenethyl salicylate,
55719-85-2,Phenethyl tiglate,
108-95-2,Phenol,
31195-95-6,"Phenol, (2-methylpropyl)-",
89-72-5,"Phenol, 2-(1-methylpropyl)-",
88-18-6,"Phenol, 2-(1,1-dimethylethyl)-",
88-60-8,"Phenol, 2-(1,1-dimethylethyl)-5-methyl-",
2219-82-1,"Phenol, 2-(1,1-dimethylethyl)-6-methyl-",
2440-22-4,"Phenol, 2-(2H-benzotriazol-2-yl)-4-methyl-",
25973-55-1,"Phenol, 2-(2H-benzotriazol-2-yl)-4,6-bis(1,1-dimethylpropyl)-",
125304-04-3,"Phenol, 2-(2H-benzotriazol-2-yl)-6-dodecyl-4-methyl-, branched and linear",
3896-11-5,"Phenol, 2-(5-chloro-2H-benzotriazol-2-yl)-6-(1,1-dimethylethyl)-4-methyl-",
52514-67-7,"Phenol, 2-​ethoxy-​4-​(4,​4,​6-​trimethyl-​1,​3-​dioxan-​2-​yl)​-",
71119-07-08,"Phenol, 2-​ethoxy-​4-​(ethoxymethyl)​-",
224790-80-1,"Phenol, 2-​methoxy-​, reaction products",
70955-71-4,"Phenol, 2-methoxy-, reaction products with 2,2-dimethyl-3-methylenebicyclo[2.2.1]heptane, hydrogenated",
52514-66-6,"Phenol, 2-​methoxy-​4-​(4,​4,​6-​trimethyl-​1,​3-​dioxan-​2-​yl)​-",
6706-82-7,"Phenol, 2,2'-[cyclohexylidenebis[(2-methyl-4,1-phenylene)azo]]bis[4-cyclohexyl-",
35958-30-6,"Phenol, 2,2'-ethylidenebis[4,6-bis(1,1-dimethylethyl)-",
119-47-1,"Phenol, 2,2'-methylenebis[6-(1,1-dimethylethyl)-4-methyl-",
697-82-5,"Phenol, 2,3,5-trimethyl-",
128-39-2,"Phenol, 2,6-bis(1,1-dimethylethyl)-",
99-71-8,"Phenol, 4-(1-methylpropyl)-",
128489-02-1,"Phenol, 4-(3,6-dihydro-4-methyl-2H-pyran-2-yl)-2-methoxy-",
1638-22-8,"Phenol, 4-butyl-",
88-04-0,"Phenol, 4-chloro-3,5-dimethyl-",
84852-15-3,"Phenol, 4-nonyl-, branched",
25154-52-3,"Phenol, nonyl-",
2120-70-9,Phenoxyacetaldehyde,
118-55-8,Phenyl salicylate,
122-78-1,Phenylacetaldehyde,
67633-94-7,"Phenylacetaldehyde 2,4-dihydroxy-2-methylpentane acetal",
6314-97-2,Phenylacetaldehyde diethyl acetal,
68345-22-2,Phenylacetaldehyde diisobutyl acetal,
101-48-4,Phenylacetaldehyde dimethyl acetal,
101-49-5,Phenylacetaldehyde ethylene glycol acetal,
29895-73-6,Phenylacetaldehyde glyceryl acetal,
103-82-2,Phenylacetic acid,
24817-51-4,Phenylethyl 2-methylbutyrate,
133-18-6,Phenylethyl anthranilate,
56011-02-0,Phenylethyl isoamyl ether,
2809-21-4,"Phosphonic acid, (1-hydroxyethylidene)bis-",
0298-07-07,"Phosphoric acid, bis(2-ethylhexyl) ester",
7558-80-7,"Phosphoric acid, monosodium salt",
150-86-7,Phytol,
10236-16-5,Phytyl acetate,
8006-77-7,Pimenta leaf oil,E2.12
8006-77-7,Pimenta leaf oil (low methyleugenol),E2.33
8021-29-2,Pine needle oil,E2.12
8000-26-8,"Pine needle, dwarf, oil",E2.12
8002-09-03,Pine oil,E2.12
73049-71-5,Pine oil,E2.12
68440-45-9,"Pine oils, acetylated",
8023-99-2,"Pine Scotch, absolute",E2.1
8023-99-2,"Pine Scotch, concrete",E2.7
8023-99-2,"Pine Scotch, extract",E2.13
8023-99-2,"Pine Scotch, oil",E2.12
8023-99-2,"Pine Scotch, pyrogenated oil",E2.9.1
8023-99-2,"Pine Scotch, resinoid",E2.26
8011-48-1,Pine tar oil,D2.9.2
8011-48-1,"Pine tar oil, rectified",M2.24
8000-26-8,"Pine, Pinus maritima, sawdust oil",D2.12
8000-26-8,"Pine, Pinus pinaster, absolute",E2.1
8000-26-8,"Pine, Pinus pinaster, oil",E2.12
97676-05-06,"Pine, Pinus pumila, extract",E2.12
97676-27-2,Pineapple extract,G2.13
1078-95-1,Pinocarvyl acetate,
8000-26-8,Pinus nigra oil,E2.12
90082-60-3,Piper longum CO2 extract,G2.27
90082-60-3,Piper longum extract,G2.13
110-89-4,Piperidine,
94-62-2,Piperine,
89-81-6,Piperitone,
120-57-0,Piperonal,
326-61-4,Piperonyl acetate,
92457-29-9,Plumeria absolute,F2.1
127087-87-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(4-nonylphenyl)-.omega.-hydroxy-,branched",
9004-87-9,"Poly(oxy-1,2-ethanediyl), .alpha.-(isooctylphenyl)-.omega.-hydroxy-",
68412-54-4,"Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, branched",
60828-78-6,"Poly(oxy-1,2-ethanediyl), .alpha.-[3,5-dimethyl-1-(2-methylpropyl)hexyl]-.omega.-hydroxy-",
9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-octadecenyl-.omega.-hydroxy-, (Z)-",
25322-68-3,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-",
68511-37-5,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C12-14-alkyl ethers, phosphates",
9002-93-1,"Poly(oxy-1,2-ethanediyl), a-[4-(1,1,3,3-tetramethylbutyl)phenyl]-w-hydroxy-",
9002-92-0,"Poly(oxy-1,2-ethanediyl), a-dodecyl-w-hydroxy-",
69364-63-2,"Poly(oxy-1,2-ethanediyl), a-isohexadecyl-w-hydroxy-",
69011-36-5,"Poly(oxy-1,2-ethanediyl), a-tridecyl-w-hydroxy-, branched",
26183-52-8,"Poly(oxy-​1,​2-​ethanediyl)​, α-​decyl-​ω-​hydroxy-",
61827-42-7,"Poly(oxy-​1,​2-​ethanediyl)​, α-​isodecyl-​ω-​hydroxy-",
9051-57-4,"Poly(oxy-​1,​2-​ethanediyl)​, α-​sulfo-​ω-​(nonylphenoxy)​-​, ammonium salt (1:1)",
24938-91-8,"Poly(oxy-​1,​2-​ethanediyl)​, α-​tridecyl-​ω-​hydroxy-",
9036-19-5,"Poly(oxy-1,2-ethanediyl),alpha-[(1,1,3,3-tetramethylbutyl)phenyl]-omega-hydroxy-",
9016-45-9,"Poly(oxy-1,2-ethanedyl), alpha-(nonylphenyl)-omega-hydroxy-",
9003-13-8,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-butyl-.omega.-hydroxy-",
9035-85-2,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hexadecyl-.omega.-hydroxy-",
61849-72-7,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, ether with methyl .beta.-D-glucopyranoside (4:1)",
25231-21-4,"Poly[oxy(methyl-1,2-ethanediyl)], a-octadecyl-w-hydroxy-",
9002-88-4,Polyethylene low density,
84604-04-06,Polygonum aviculare,E2.13
9003-11-6,Polymer of 2-methyloxirane and oxirane,
9005-64-5,Polysorbate 20,
9005-67-8,Polysorbate 60,
9005-65-6,Polysorbate 80,
921202-04-2,Populus nigra absolute,F2.1
1005328-84-6,Procavia capensis extract,J2.13
1005328-84-6,"Procavia capensis, tincture",J2.31
4744-08-05,Propanal diethyl acetal,
111109-77-4,"Propane, oxybis[methoxy-",
478695-70-4,"Propanedioic acid, 1-(3,3-dimethylcyclohexyl) ethyl, ethyl ester",
34451-19-9,"Propanoic acid, 2-hydroxy-, butyl ester, (2S)-",
6846-50-0,"Propanoic acid, 2-methyl-, 1,1'-[2,2-dimethyl-1-(1-methylethyl)-1,3-propanediyl] ester",
1129-47-1,"Propanoic acid, 2-methyl-, cyclohexyl ester",
25265-77-4,"Propanoic acid, 2-​methyl-​, monoester with 2,​2,​4-​trimethyl-​1,​3-​pentanediol",
1584709-99-8,"Propanoic acid, 2,2-dimethyl-, (1S)-1-methyl-2-(1-methylethoxy)-2-oxoethyl ester",
123-28-4,"Propanoic acid, 3,3'-thiobis-, didodecyl ester",
55934-93-5,"Propanol, [2-​(2-​butoxymethylethoxy)​methylethoxy]​-",
25498-49-1,"Propanol, [2-(2-methoxymethylethoxy)methylethoxy]-",
88917-22-0,"Propanol, 1(or 2)-(2-methoxymethylethoxy)-, acetate",
94-86-0,Propenylguaethol,
123-38-6,Propionaldehyde,
79-09-4,Propionic acid,
319002-92-1,"Propyl (2S)-2-(1,1-dimethylpropoxy)-propanoate",
37064-20-3,Propyl 2-methylbutyrate,
109-60-4,Propyl acetate,
71-23-8,Propyl alcohol,
105-66-8,Propyl butyrate,
121-79-9,Propyl gallate,
626-77-7,Propyl hexanoate,
557-00-6,Propyl isovalerate,
94-13-3,Propyl p-hydroxybenzoate,
7493-57-4,Propyl phenethyl acetal,
106-36-5,Propyl propionate,
57-55-6,Propylene glycol,
5131-66-8,Propylene glycol butyl ether,
475291-19-1,Protium pallidum resin,K2.25
89-82-7,Pulegone,
32741-11-0,"Pyrazine, (1,1-dimethylethyl)-",
25680-58-4,"Pyrazine, 2-ethyl-3-methoxy-",
68844-95-1,"Pyrazine, 2-methoxy-3-(4-methylpentyl)-",
2882-20-4,"Pyrazine, 2-methyl-3-(methylthio)-",
67952-65-2,"Pyrazine, methyl (methylthio)-",
110-86-1,Pyridine,
885702-72-7,"Pyridine, 2-(2,4-dimethylcyclohexyl)-",
56057-93-3,"Pyridine, 2-methyl-5-(1-methylethenyl)-",
90145-47-4,"Pyridine, 3-(2,2-dimethylpropyl)-",
862079-91-2,"Pyridine, 4-[1(4-,5 or 6)-methylbicyclo[2.2.1]hept-5-en-2-yl]-",
1815-99-2,"Pyridine, 4-​decyl-",
125352-06-9,"Pyridine, 4-ethenyl-, reaction products with 3a,4,7,7a-tetrahydrodimethyl-4,7-methano-1H-indene",
710-40-7,"Pyridine, 5-hexyl-2-methyl-",
8030-97-5,Pyroligneous acid,
8028-47-5,Pyroligneous acid extract,
127-17-3,Pyruvic acid,
68424-85-1,"Quaternary ammonium compounds, benzyl-C12-16-alkyldimethyl, chlorides",
68391-01-05,"Quaternary ammonium compounds, benzyl-C12-18-alkyldimethyl, chlorides",
61789-71-7,"Quaternary ammonium compounds, benzylcoco alkyldimethyl, chlorides",
1352745-21-1,"Quinoline, 5,​6,​7,​8-​tetrahydro-​8-​(1-​methylpropyl)​-",
8002-13-9,Rape oil,H2.50
8008-51-3,Ravintsara oil,E2.12
,"Reaction mass of butanoic acid, 2-ethyl-2,3,3-trimethyl-, ethyl ester and butanoic acid, 2,3-dimethyl-2-(1-methylethyl)-,ethyl ester and pentanoic acid, 2,2,4,4-tetramethyl-, ethyl ester and ethyl 2,2,3,3-tetramethylpentanoate and ethyl 2,2,3,4-tetramethy",
68917-51-1,Red seaweed CO2 extract,I2.27
68648-53-3,"Resin acids and rosin acids, hydrogenated, esters with triethylene glycol",
6812-78-8,Rhodinol,
0141-11-7,Rhodinyl acetate,
141-15-1,Rhodinyl butyrate,
0141-09-03,Rhodinyl formate,
10486-14-3,Rhodinyl phenylacetate,
68553-81-1,Rice absolute,H2.1
8007-01-0,Rose absolute (centifolia),F2.1
90106-38-0,Rose absolute (damascena),F2.1
93334-48-6,Rose alba oil,F2.12
8007-01-0,Rose centifolia CO2 extract,F2.27
8007-01-0,Rose CO2 extract,F2.27
8007-01-0,Rose concrete (centifolia),F2.7
90106-38-0,Rose concrete (damascena),F2.7
8007-01-0,Rose extract (centifolia),F2.13
8007-01-0,Rose extract (damascena),F2.13
8007-01-0,Rose oil,F2.51
8007-01-0,Rose oil (centifolia),F2.12
8007-01-0,Rose oil (damascena),F2.12
8007-01-0,Rose oil (low methyleugenol),F2.33
8007-01-0,"Rose oil, folded",F2.6
3033-23-6,Rose oxide levo,
8007-01-0,Rose tincture (centifolia),F2.31
8007-01-0,Rose tincture (damascena),F2.31
8007-01-0,Rose water oil,F2.54
8000-25-7,Rosemary absolute,E2.1
8000-25-7,Rosemary extract,E2.13
8000-25-7,Rosemary oil,E2.12
8000-25-7,"Rosemary oil, rectified",E2.24
68917-54-4,"Rosemary oils, terpene-free",E2.29
8000-25-7,Rosemary oleoresin,E2.21
8015-77-8,Rosewood oil,D2.12
65997-06-0,"Rosin, hydrogenated",
65997-05-09,"Rosin, polymd.",
72379-31-8,Rubus idaeus alcoholate,G2.2
72379-31-8,Rubus idaeus extract,G2.10
8014-29-7,Rue oil,E2.12
943609-24-3,Rum absolute,E2.1
943609-24-3,Rum CO2 extract,E2.27
943609-24-3,Rum CO2 extract,K2.27
8030-89-5,Rum ether,
943609-24-3,Rum extract,E2.13
34322-09-03,S-(1-Methylpropyl) 3-methylbut-2-enethioate,
34365-79-2,S-1-Methylethyl 3-methylbut-2-enethioate,
2432-91-9,S-2-Butyl 3-methylbutanethioate,
34322-06-0,S-Isopropyl 3-methylthiobutyrate,
4719-04-04,"s-Triazine-1,3,5(2H,4H,6H)-triethanol",
3387-41-5,Sabinene,
81-07-2,Saccharin,
128-44-9,"Saccharine, sodium salt",
8001-23-8,Safflower oil,H2.50
8022-19-3,Saffron absolute,F2.1
8022-19-3,Saffron distillate,F2.8
8022-19-3,Saffron extract,F2.13
8022-56-8,Sage Dalmatian oil,E2.12
8022-56-8,Sage Dalmatian oil,F2.12
8022-56-8,Sage Dalmatian oil terpeneless,F2.29
8022-56-8,"Sage oil, Spanish",E2.12
90-02-8,Salicylaldehyde,
8006-87-9,Sandalwood CO2 extract,D2.27
1070895-66-7,Sandalwood extract,D2.13
8006-87-9,Sandalwood oil,D2.12
1070895-66-7,Sandalwood oil,D2.12
8024-35-9,"Sandalwood oil, Australian",D2.12
8024-35-9,"Sandalwood oil, Australian, rectified",D2.24
11031-45-1,Santalol,
1323-00-8,Santalyl acetate,
1365254-19-8,Sarcocaulon mossamedense extract,D2.13
1365254-19-8,Sarcocaulon mossamedense resinoid,D2.26
8016-68-0,Savory summer oil,E2.12
90106-57-3,Savory winter oil,E2.12
68917-52-2,Schinus molle absolute,G2.1
68917-52-2,Schinus molle oil,G2.12
68917-52-2,Schinus molle oil CO2 extract,G2.27
68917-52-2,Schinus molle oil terpenless,G2.29
68917-52-2,"Schinus molle oil, rectified",G2.24
949495-68-5,Schinus terebenthifolius CO2 extract,G2.27
949495-68-5,Schinus terebinthifolius leaf oil,E2.12
949495-68-5,Schinus terebinthifolius oil,G2.12
0515-03-07,Sclareol,
564-20-5,Sclareolide,
8023-80-1,Scotch broom absolute,F2.1
8023-80-1,Scotch broom absolute,E2.1
8023-80-1,Scotch broom oil,E2.13
2679-87-0,sec-Butyl ethyl ether,
68198-80-1,sec-Butylquinoline,
8008-74-0,Sesame seed absolute,H2.1
8008-74-0,Sesame seed CO2 extract,H2.27
8008-74-0,Sesame seed distillate,H2.8
8008-74-0,Sesame seed oil,H2.50
91080-23-8,Shea butter,H2.19
102242-62-6,Sichuan pepper CO2 extract,H2.27
68611-44-9,"Silane, dichlorodimethyl-, reaction products with silica",
7631-86-9,Silica,
112926-00-8,"Silica gel, pptd., cryst.-free",
63148-62-9,"Siloxanes and silicones, di-Me",
845276-94-0,Siparuna guianensis oil,E2.12
83-34-1,Skatole,
0127-09-03,Sodium acetate,
532-32-1,Sodium benzoate,
7647-14-5,Sodium chloride,
68-04-2,Sodium citrate,
1310-73-2,Sodium hydroxide,
7757-82-6,Sodium sulphate,
1338-43-8,Sorbitan monooleate,
26266-58-0,"Sorbitan, tri-(9Z)-9-octadecenoate",
8001-22-7,Soybean oil,H2.50
8008-79-5,Spearmint absolute,E2.1
8008-79-5,Spearmint CO2 extract,E2.27
8008-79-5,Spearmint extract,E2.13
8008-79-5,Spearmint oil,E2.12
8008-79-5,Spearmint oil terpenes,E2.30
91770-24-0,"Spearmint oil, 60%",E2.24
8008-79-5,"Spearmint oil, rectified",E2.24
91770-24-0,"Spearmint oil, Scotch",E2.12
91770-24-0,"Spearmint oil, Scotch, rectified",E2.24
68917-46-4,"Spearmint oil, terpeneless",E2.29
8016-78-2,Spike lavender oil,F2.12
8022-22-8,Spikenard oil,A2.12
68917-48-6,Spinach absolute,E2.1
154171-76-3,"Spiro[1,3-dioxolane-2,8'(5'H)-[2H-2,4a]methanonaphthalene], hexahydro-1',1',5',5'-tetramethyl-",
154171-77-4,"Spiro[1,3-dioxolane-2,8'(5'H)-[2H-2,4a]methanonaphthalene],hexahydro-1',1',5',5'-tetramethyl-, [2'S-(2'.alpha.,4'a.alpha.,8'a.alpha.)]-",
744266-61-3,"Spiro[5.5]undec-8-en-1-ol, 2, 2, 9, 11-tetramethyl-, acetate, (6R,11R)-rel-(9CI)",
502847-01-0,"Spiro[5.5]undec-8-en-1-one, 2,2,7,9-tetramethyl-",
188199-50-0,"Spiro[bicyclo[2.2.1]heptane-s,4'-[1,2]dioxane], 1,7,7-trimethyl-2'-(methylethyl)-, (1R,2S,2'S,4R)",
121251-67-0,"Spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-, (1.alpha.,3.alpha.,6.alpha.)-",
121251-68-1,"Spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-, (1.alpha.,3.beta.,6.alpha.)-",
678981-31-2,"Spiro{5.5}undec-8-en-1-ol,2,2,9,11-tetramethyl-,1-acetate",
8008-80-8,"Spruce oil, Black",E2.12
0111-02-04,Squalene,
68952-43-2,Star anise CO2 extract,H2.27
68952-43-2,Star anise extract,H2.13
68952-43-2,Star anise oil,H2.12
68952-43-2,Star anise oil terpenes,H2.30
68952-43-2,"Star anise oil, rectified",H2.24
9005-25-8,Starch,
52906-93-1,"Starch, hydrogen octenylbutanedioate",
57-11-4,Stearic acid,
1406-57-1,Stearoptenes,E2.19
68555-08-08,"Steroids, hydroxy",
84012-40-8,Stinging nettle absolute,F2.1
91845-51-1,"Storax (balsam), American, saponified",
8024-01-09,Styrax absolute,K2.1
8046-19-3,Styrax absolute (low sytrene),K2.33
8046-19-3,"Styrax absolute, Honduras",K2.1
8024-01-09,Styrax distillate,K2.8
8046-19-3,Styrax essence pyrogenated,K2.9.1
8046-19-3,Styrax extract,K2.13
8046-19-3,Styrax oil,K2.12
8046-19-3,"Styrax oil, Honduras",K2.9
8024-01-09,"Styrax oil, Oriental",K2.12
8024-01-09,"Styrax oil, Oriental",K2.9
8024-01-09,"Styrax oil, pyrogenated",K2.9.1
8024-01-09,"Styrax oil, pyrogenated, distilled",K2.9.2
8046-19-3,Styrax resin,K2.16
8024-01-09,Styrax resinoid,K2.26
8046-19-3,Styrax resinoid,K2.26
104376-75-2,Styrenated alpha-hydro-omega-phenoxypoly(oxyethylene),
100-42-5,Styrene,
10521-96-7,Styryl acetate,
110-15-6,Succinic acid,
8013-17-0,"Sugar, invert",
91722-22-4,Sugarcane extract,E2.1.1
91722-22-4,Sugarcane oil (distillate),E2.12
91770-72-8,"Sugarcane, fermented, ext",
7446-09-05,Sulfur dioxide,
7664-93-9,Sulfuric acid,
7757-83-7,"Sulfurous acid, sodium salt (1:2)",
8001-21-6,Sunflower oil,F2.12
666723-01-9,Sunflower oil,F2.12
8001-21-6,Sunflower oil,H2.50
8001-21-6,"Sunflower oil, expressed",H2.50
8029-43-4,"Syrups, hydrolyzed starch",
8016-84-0,Tagetes minuta absolute,F2.1
8016-84-0,Tagetes minuta oil,F2.12
8016-84-0,"Tagetes minuta oil, rectified",F2.24
8016-84-0,Tagetes minute extract,F2.13
8016-84-0,"Tagetes oil, low tertiophene",F2.33
91722-29-1,Tagetes patula absolute,F2.1
72968-49-1,Tamarind extract,G2.13
39386-78-2,Tamarind seed gum,H2.15
72869-73-9,"Tangelo oil, expressed",G2.5
8016-85-1,Tangerine oil,G2.5
8016-85-1,Tangerine oil,G2.12
68608-38-8,Tangerine oil terpenes,G2.30
8016-85-1,"Tangerine oil, folded",G2.6
8008-31-9,"Tangerine oil, washed",G2.23
8016-88-4,Tarragon absolute,E2.1
8016-88-4,Tarragon oil,E2.12
8016-88-4,Tarragon oil (low methyleugenol),E2.33
133-37-9,"Tartaric acid (d-, l-, dl-, meso-)",
183815-52-3,Tasmania berry CO2 extract,E2.27
950854-40-7,Tea leaf absolute,E2.1
950854-40-7,Tea leaf CO2 extract,E2.27
950854-40-7,Tea leaf extract,E2.13
950854-40-7,Tea leaf infusion,E2.31
950854-40-7,Tea leaf oil,E2.12
68647-73-4,Tea tree oil,E2.12
15356-74-8,Tealactone,
72230-85-4,"Terpenes and terpenoids, copaiba-oil, hydroxy, acetates",
68917-57-7,"Terpenes and terpenoids, mixed sour and sweet orange oil",M2.30
1442462-94-3,"Terpenes and Terpenoids, patchouli-oil, a-guaiene fraction, oxidized",
68917-63-5,"Terpenes and Terpenoids, sinpine",
8000-41-7,Terpineol,
58985-02-07,"Terpineol, dihydro-",
586-62-9,Terpinolene,
8007-35-0,Terpinyl acetate (Isomer mixture),
2153-28-8,Terpinyl butyrate,
2153-26-6,Terpinyl formate,
7774-65-4,Terpinyl isobutyrate,
80-27-3,Terpinyl propionate,
629-59-4,Tetradecane,
3234-81-9,"Tetradecanoic acid, octadecyl ester",
67634-08-06,Tetrahydro-.alpha.-pentylfurfuryl acetate,
13481-09-09,Tetrahydro-2-(p-tolyloxy)-2H-pyrane,
13477-62-8,Tetrahydro-2-isobutyl-4-methyl-2H-pyrane,
30310-41-9,Tetrahydro-2-methyl-4-methylene-6-phenyl-2H-pyrane,
16409-43-1,Tetrahydro-4-methyl-2-(2-methylpropen-1-yl)pyran,
94201-73-7,Tetrahydro-4-methyl-2-phenyl-2H-pyran,
131766-73-9,Tetrahydro-4-methyl-2-propyl-2H-pyran-4-yl acetate,
34686-71-0,Tetrahydro-6-(2-pentenyl)-2H-pyran-2-one,
32764-98-0,Tetrahydro-6-(3-pentenyl)-2H-pyran-2-one,
1322-58-3,Tetrahydro-pseudo-ionone,
5988-91-0,Tetrahydrogeranial,
